Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
1424,2006.10.05,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing,M,18,Lacerations to foot,N,12:00, shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1425,2006.10.00,2006,Unprovoked,Bahamas,New Providence Island,Nassau,Free/,F,26,Puncture wounds to left foot,N,12:00,Unknown,,,Oct,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1426,2006.10.00,2006,Unprovoked,Gulf Of Aden,Between Somalia & Yemen,,Murder,Unknown,,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,12:00,Unknown,FATAL,,Oct,Unknown,Unknown,12.61473005,47.50633783193664,POINT (47.50633783193664 12.61473005)
1427,2006.09.30,2006,Invalid,South Africa,Western Cape Province,Miller's Point,Spearfishing,M,36,No injury; 4m white shark made a threat display,Unknown,12:00,Invalid,,,Sep,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1428,2006.09.29,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,N,12:00,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1429,2006.09.18,2006,Provoked,USA,Florida,"Off Key Largo, Monroe County",Diving/,M,,Lacerations to upper lip    PROVOKED INCIDENT,N,12:00,Nurse shark,,nurse shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1430,2006.09.16,2006,Unprovoked,USA,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,N,08:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1431,2006.09.14,2006,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,N,14:00,Spinner shark,,spinner shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1432,2006.09.11,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,N,14:00, shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1433,2006.09.04,2006,Invalid,Australia,Queensland,Great Barrier Reef  ,Diving,M,44,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Unknown,11:00,No shark involvement,,,Sep,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1434,2006.09.03,2006,Unprovoked,Brazil,Unknown,,Unknown,M,20,FATAL,Y,13:00,Unknown,FATAL,,Sep,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1435,2006.09.03,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,N,17:30, shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1436,2006.09.02,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12 or 13,Arm bitten,N,17:55,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1437,2006.09.02,2006,Unprovoked,South Africa,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",N,17:55,"White shark,  ",,white shark,Sep,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1438,2006.08.29,2006,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,N,Sunset,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1439,2006.08.29,2006,Unprovoked,Australia,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,,"No injury, shark towed  surfer & board",N,16:00,"Bronze whaler shark, ",,bronze whaler,Aug,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1440,2006.08.27,2006,Unprovoked,Reunion,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Surfing,M,27,Laceration to right calf & heel,N,18:00,Unknown,,,Aug,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
1441,2006.08.22,2006,Invalid,Brazil,Pernambuco,Pina,Unknown,M,17,Shark bites may have been post mortem,Unknown,18:00,Shark involvement prior death was not confirmed,,,Aug,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1442,2006.08.22,2006,Invalid,Belize,Ambergris Caye,Near Ramon's Village,Spearfishing,M,34,Shark involvement prior to death not confirmed,Unknown,18:00,Shark involvement prior death was not confirmed,,,Aug,BZ,,16.8259793,-88.7600927,POINT (-88.7600927 16.8259793)
1443,2006.08.20,2006,Sea Disaster,Italy,Unknown,Lampedusa Island,Sea,M,,FATAL,Y,18:00,Unknown,FATAL,,Aug,IT,EU,42.6384261,12.674297,POINT (12.674297 42.6384261)
1444,2006.08.20,2006,Unprovoked,Reunion,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Y,11:00,Unknown,FATAL,,Aug,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
1445,2006.08.15,2006,Unprovoked,South Africa,Western Cape Province,Danger Reef,Surfing,M,,"No injury, surfboard leash severed",N,11:00,shark,,,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1446,2006.08.13,2006,Unprovoked,South Africa,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving,M,24,Foot severed,N,11:00,White shark,,white shark,Aug,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1447,2006.08.00,2006,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,Lacerations & punctures to left foot,N,12:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1448,2006.08.00,2006,Unprovoked,Reunion,Unknown,Le Port,Spearfishing,M,,Thigh bitten,N,12:00,"Bull shark,  ",,bull shark,Aug,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
1449,2006.07.31,2006,Provoked,USA,Kentucky,"Newport Aquarium, Newport",Touching,Unknown,,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",N,12:00,small catsharks,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1450,2006.07.31,2006,Unprovoked,USA,Oregon,Oswald State Park,Surfing,M,41,Minor injury,N,16:00,White shark?,,white shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1451,2006.07.29,2006,Invalid,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie,M,,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",N,18:30,"Thought involve aako shark, but possibly selion",,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1452,2006.07.29,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,N,18:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1453,2006.07.28,2006,Unprovoked,South Africa,Western Cape Province,Fish Hoek,Surfing,M,19,"No injury, surf ski bitten",N,16:30,"White shark,  ",,white shark,Jul,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1454,2006.07.25,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,N,13:45, ,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1455,2006.07.23,2006,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Surfing,M,,Right foot bitten,N,13:45,"Bull shark,  ",,bull shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1456,2006.07.17,2006,Invalid,Australia,Torres Strait,Western Province,Unknown,Unknown,,8 shark-bitten bodies washed ashore,Unknown,13:45,Shark involvement prior death was not confirmed,,,Jul,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1457,2006.07.17,2006,Unprovoked,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,N,10:00,"Angel shark,  ",,angel shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1458,2006.07.13,2006,Invalid,Spain,Alicante,San Juan Beach  ,Swimming,F,7,Hand & wrist severely bitten,Unknown,10:00,"Shark involvement not confirmed, injuryay have been caused by bluefish",,,Jul,ES,EU,39.3260685,-4.8379791,POINT (-4.8379791 39.3260685)
1459,2006.07.12,2006,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,N,13:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1460,2006.07.10,2006,Unprovoked,Brazil,Pernambuco,Body recovered at Goiana,Unknown,M,,FATAL,Y,13:30,Bull or tiger shark,FATAL,tiger shark,Jul,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1461,2006.07.09,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,N,17:00,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1462,2006.07.09,2006,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,N,13:00,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1463,2006.07.08,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Surfing,F,14,Foot bitten,N,11:00, spinner or bull shark,,bull shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1464,2006.07.08,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,N,13:00,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1465,2006.06.30,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,Lacerations & puncture wound  to arm,N,13:00,blacktip reef shark,,blacktip reef shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1466,2006.06.30,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,Minor injuries,N,13:00,blacktip reef shark,,blacktip reef shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1467,2006.06.27,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Surfing,F,9,Right calf bitten,N,11:10,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1468,2006.06.26,2006,Provoked,USA,Florida,Fort Myers,Fishing,M,,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,N,18:30,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1469,2006.06.24,2006,Unprovoked,Bahamas,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,N,13:00,Unknown,,,Jun,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1470,2006.06.20,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,N,13:00,Possibly  blacktip or spinner shark,,spinner shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1471,2006.06.18,2006,Unprovoked,Brazil,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,27,Left thigh bitten FATAL,Y,09:00,Unknown,FATAL,,Jun,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1472,2006.06.17,2006,Unprovoked,USA,California,"Monterey, Monterey County",Diving,M,43,"No injury, shark bit scuba tank boot",N,11:10,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1473,2006.06.15,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,N,15:30, shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1474,2006.06.07,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,13:45, shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1475,2006.06.05,2006,Unprovoked,Australia,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",N,11:30,white shark,,white shark,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1476,2006.05.31,2006,Unprovoked,USA,Hawaii,O'ahu,Spearfishing,M,26,"4"" laceration to left forearm",N,13:30,"Tiger shark,  '",,tiger shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1477,2006.05.28,2006,Provoked,USA,Hawaii,French Frigate Shoals,Tagging,Unknown,,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",N,18:30,"Tiger shark, female",,tiger shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1478,2006.05.27,2006,Unprovoked,USA,Hawaii,"North Shore, O'ahu",Surfing,M,31,"No injury, shark bumped surfboard",N,16:00,Unknown,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1479,2006.05.24,2006,Provoked,USA,Hawaii,Lanai,Spearfishing,M,15,Knee bitten after diver poked shark PROVOKED INCIDENT,N,16:30,"Grey reef shark,  ",,grey reef shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1480,2006.05.21,2006,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,33,"Injuries to left thigh, calf & foot",N,11:30,Unknown,,,May,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1481,2006.05.19,2006,Unprovoked,USA,Guam,Gun Beach,Diving,F,30s,Laceration to leg,N,15:30,"Tiger shark, '",,tiger shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1482,2006.05.10,2006,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,M,,Small lacerations to arm,N,12:15,Unknown,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1483,2006.05.04,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,20s,2 lacerations on lower right leg,N,16:30,Unknown,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1484,2006.05.02,2006,Provoked,Australia,Queensland,"Moffat Beach, Caloundra",Snorkeling,M,46,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,N,16:30,"Wobbegong shark, ",,wobbegong shark,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1485,2006.04.23,2006,Invalid,USA,Florida,"Alligator Reef off Islamorada, Monroe County",Unknown,M,,Shark bites post mortem,Unknown,16:30,Invalid,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1486,2006.04.21,2006,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,54,Feet bitten,N,16:30,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1487,2006.04.19,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,F,13,3 tiny punctures & small lacerations on right ankle,N,15:00,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1488,2006.04.13,2006,Provoked,USA,Florida,"Port of the Islands, Collier County",Fishing,M,35,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,N,18:30,"Bull shark,  bull shark",,bull shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1489,2006.04.11,2006,Unprovoked,Australia,New South Wales,Newcastle Beach,Surfing,M,15,Minor laceration to left foot,N,13:30,"Bronze whaler shark,  juvenile ",,bronze whaler,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1490,2006.04.09,2006,Unprovoked,South Africa,Eastern Cape Province,St. Francis Bay,Surfing,M,15,Leg bitten,N,17:30,"Raggedoth shark, ",,raggedoth shark,Apr,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1491,2006.04.09,2006,Unprovoked,Brazil,Pernambuco,Piedade,Swimming,M,35,Left leg bitten,N,18:30,Tiger shark,,tiger shark,Apr,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
1492,2006.04.03,2006,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,N,12:30,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1493,2006.03.28,2006,Unprovoked,Sierra Leone,Western Area,"Lumely Beach, Freetown",Fishing,M,,Reportedly FATAL but few details,Y,12:30,"m, shark",FATAL,,Mar,SL,AF,8.6400349,-11.8400269,POINT (-11.8400269 8.6400349)
1494,2006.03.23,2006,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,28,5 puncture wounds in left calf,N,11:30,"Tiger shark,  ",,tiger shark,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1495,2006.03.22,2006,Invalid,South Africa,Eastern Cape Province,Port Alfred,Swimming,M,17,"FATAL, but shark involvement prior to death unconfirmed",Unknown,11:30,Shark involvement prior death was not confirmed,FATAL,,Mar,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1496,2006.03.19,2006,Unprovoked,Fiji,Vitu Levu,Sigatoka,Surfing,M,21,Lacerations to right hand,N,18:00,"Tiger shark,  ",,tiger shark,Mar,FJ,OC,-18.1239696,179.0122737,POINT (179.0122737 -18.1239696)
1497,2006.03.15,2006,Unprovoked,Australia,New South Wales,"Bondi, Sydney",Surfing,M,15,"No injury, shark nudged surfboard",N,17:00,"Bronze whaler shark,",,bronze whaler,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1498,2006.02.27,2006,Unprovoked,USA,Hawaii,"Makena, Maui",Standing,F,15,Deep laceration to right calf,N,16:30, shark,,,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1499,2006.02.23,2006,Invalid,USA,Hawaii,"Makena, Maui",Free,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Unknown,19:30,Invalid,,,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1500,2006.02.13,2006,Unprovoked,Australia,Queensland,"Golden Beach, Caloundra",Wading,M,18,Lacerations to foot,N,11:00,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1501,2006.02.12,2006,Unprovoked,Australia,Queensland,"Point Vernon, Hervey Bay",Swimming,M,,Puncture wound on arm,N,11:00,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1502,2006.02.12,2006,Boat,Australia,South Australia,"Brighton Beach, Adelaide",Fishing,M,,No injury to occupants; shark nudged the 5.3 m boat,N,12:00,white shark,,white shark,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1503,2006.02.08,2006,Unprovoked,South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,2 bite marks on right calf,N,19:30,Raggedoth shark,,raggedoth shark,Feb,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1504,2006.02.01,2006,Unprovoked,Tonga,Vava'u,Tu’anuku,Swimming,F,24,Severe bite to right leg FATAL,Y,18:00,Tiger shark,FATAL,tiger shark,Feb,TO,OC,-19.9160819,-175.202642,POINT (-175.202642 -19.9160819)
1505,2006.02.01,2006,Boat,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,M,57,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,18:30,shark,,,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1506,2006.01.28,2006,Boat,Atlantic Ocean,300 miles from Antigua,,Competing,M,46 & 34,No injury to occupants; shark rammed boat repeatedly,N,18:30,shark,,,Jan,Unknown,Unknown,13.581921,-38.320312,POINT (-38.320312 13.581921)
1507,2006.01.25,2006,Unprovoked,South Africa,Eastern Cape Province,Coffee Bay,Spearfishing,M,34,Right arm  bitten,N,14:00,Unknown,,,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1508,2006.01.23,2006,Boat,Atlantic Ocean,800 miles from land,,Competing,F,"28, 23 & 30","No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",N,14:00,Unknown,,,Jan,Unknown,Unknown,13.581921,-38.320312,POINT (-38.320312 13.581921)
1509,2006.01.18,2006,Unprovoked,USA,California,"Santa Cruz, Santa Cruz County",Night,M,,"No injury, but 2 small nicks on wetsuit",N,22:30,Unknown,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1510,2006.01.15,2006,Unprovoked,Australia,Western Australia,"Off City Beach, Perth",Diving,M,52,Lacerations to left elbow,N,11:00,white shark,,white shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1511,2006.01.11,2006,Invalid,Bahamas,Grand Bahama Island,Sandy Cay,Diving,M,,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",Unknown,08:30,Invalid,,,Jan,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1512,2006.01.07,2006,Unprovoked,Australia,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,21,FATAL,Y,17:15,Bull shark,FATAL,bull shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1513,2006.01.04,2006,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,21,3 puncture wounds in right wrist & hand,N,16:45, shark,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1514,2006.01.01,2006,Unprovoked,South Africa,Western Cape Province,Soetwater,Diving,M,49,Lacerations to little finger,N,16:45,Said involve shark,,,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1515,2005.12.24,2005,Unprovoked,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,30,Lacerations to ankle & calf,N,12:00,White shark,,white shark,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1516,2005.12.21,2005,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,29,Left hand bitten,N,11:45,Tiger shark,,tiger shark,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
