Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
1309,2007.11.08,2007,Unprovoked,Australia,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,,"No injury, teethmarks in board & torn wetsuit",N,14:20,Unknown,,,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1310,2007.11.07,2007,Unprovoked,South Africa,Western Cape Province,The Strand,Surfing,M,14,Lacerations to feet,N,17:30,shark,,,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1311,2007.11.06,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cut to right knee,N,11:15, shark,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1312,2007.11.04,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,42,Lacerations to right leg,N,09:00, shark,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1313,2007.11.03,2007,Unprovoked,South Africa,Eastern Cape Province,Bonza Bay,Surfing,M,37,Lacerations to thigh,N,08:45,"White shark,  ",,white shark,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1314,2007.11.00,2007,Invalid,Mexico,Baja California,Guadalupe Island,Shark,M,,White shark breached cage. No injury to occupants,Unknown,08:45,Invalid,,,Nov,MX,,22.5000485,-100.000037,POINT (-100.000037 22.5000485)
1315,2007.10.29,2007,Unprovoked,USA,Hawaii,"Wailea, Maui",Bathing,M,32,Lacerations to left lower leg,N,15:30,Tiger shark,,tiger shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1316,2007.10.15,2007,Unprovoked,Australia,New South Wales,Byron Bay,Surfing,F,52,small laceration to wrist,N,11:30,"White shark,  ",,white shark,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1317,2007.10.13,2007,Unprovoked,Australia,Queensland,Holmes Reef,Spearfishing,M,31,Laceration to calf,N,12:00,Bronze whaler shark,,bronze whaler,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1318,2007.10.07,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22,4 scratches on left hand,N,20:30, shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1319,2007.10.06,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16,Severe lacerations to right hand,N,08:10,"Blacktip shark, ",,blacktip shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1320,2007.09.30,2007,Unprovoked,USA,California,"Santa Monica, Los Angeles County",Surfing,M,,Puncture wound to foot,N,11:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1321,2007.09.30,2007,Sea Disaster,Philippines,Palawan,Off Cagayancillo,"The,,",M,,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,14:40,Unknown,FATAL,,Sep,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
1322,2007.09.30,2007,Unprovoked,New Caledonia,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,F,23,FATAL,Y,Early morning,Tiger shark,FATAL,tiger shark,Sep,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
1323,2007.09.28,2007,Unprovoked,Bahamas,Grand Bahama Island,Sweetings Cay,Spearfishing,F,48,Thigh bitten,N,12:00,Caribbean reef shark,,caribbean reef shark,Sep,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1324,2007.09.27,2007,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,F,,"No injury to surfer, surfboard bitten",N,08:15,White shark,,white shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1325,2007.09.27,2007,Unprovoked,Egypt,Red Sea,Daedalus Reef ,Swimming,F,18 or 20,"Severe lacerations to lower left leg, ankle and foot",N,07:00,Oceanic whitetip sharks were in the vicinity,,oceanic whitetip shark,Sep,EG,AF,26.2540493,29.2675469,POINT (29.2675469 26.2540493)
1326,2007.09.22,2007,Invalid,USA,Florida,Jupiter Inlet,Diving,F,,Shark involvement prior to death unconfirmed,Unknown,07:00,Shark involvement prior death was not confirmed,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1327,2007.09.22,2007,Unprovoked,USA,Florida,Huguenot Park,Surfing,F,,Laceration to foot,N,07:00, shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1328,2007.09.20,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Small lacerations to bottom of right big toe,N,18:20, shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1329,2007.09.17,2007,Unprovoked,Solomon Islands,Marovo Lagoon,Kicha Island,Spearfishing,M,,Left thigh bitten,N,07:30,Gray reef shark,,,Sep,SB,OC,-8.7053941,159.1070693851845,POINT (159.1070693851845 -8.705394099999999)
1330,2007.09.16,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading?,M,56,Laceration to right heel,N,11:15,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1331,2007.09.16,2007,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,F,Teen,"No injury, surfboard bitten",N,Early morning, shark?,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1332,2007.09.13,2007,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Snorkeling,M,14,"Minor injury, shark latched onto his abdomen",N,16:00,"Nurse shark,  ",,nurse shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1333,2007.09.08,2007,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58,Puncture wounds & 2-inch laceration to calf,N,11:45,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1334,2007.09.05,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,36,Laceration to right big toe,N,13:42,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1335,2007.09.04,2007,Unprovoked,USA,South Carolina,Sullivan's Island,Standing,M,15,Lacerations to left calf and both feet ,N,18:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1336,2007.09.03,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Jumping,F,12,Tiny punctures to arm,N,08:30,  shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1337,2007.09.03,2007,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,58,"3"" laceration to left forearm",N,09:45,Possibly spinner shark,,spinner shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1338,2007.08.28,2007,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,15,Laceration to right heel,N,16:30,"Tiger shark, ",,tiger shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1339,2007.08.28,2007,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,24,Lacerations to thigh & torso,N,10:45,"White shark, '",,white shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1340,2007.08.26,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54,Left hand  bitten,N,14:00, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1341,2007.08.25,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27, 6 lacerations to left hand,N,08:30, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1342,2007.08.22,2007,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,Diving,M,,Minor injury from captive shark PROVOKED INCIDENT,N,08:30,Sand shark,,sand shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1343,2007.08.20,2007,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,M,,Forearm bitten by hooked shark PROVOKED INCIDENT,N,19:45,Sandtiger shark,,tiger shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1344,2007.08.19,2007,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,52,Torso bitten,N,20:15,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1345,2007.08.19,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot bitten,N,12:39, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1346,2007.08.19,2007,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7,Right calf bitten,N,10:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1347,2007.08.15,2007,Unprovoked,USA,Florida,Sarasota Bay,Bathing&,M,20,Puncture wounds to torso,N,21:30,Possibly  bull shark,,bull shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1348,2007.08.12,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,"Minor injury, small lacerations to right foot",N,17:35, ,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1349,2007.08.11,2007,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking,M,19,"Minor injury, lacerations to left ankle & foot ",N,18:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1350,2007.08.09,2007,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,30,Lacerations to right foot,N,16:40,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1351,2007.08.09,2007,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Boogie,M,9,Lacerations to lower leg & ankle,N,14:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1352,2007.08.07,2007,Unprovoked,USA,Florida,"Islamorada, Monroe County",Jumped,F,19,Lacerations to arm,N,18:30,Possibly bull shark,,bull shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1353,2007.07.29,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,51,Minor injury to shoulder,N,18:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1354,2007.07.28,2007,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,M,20,"No injury, shark bit surfboard",N,23:00,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1355,2007.07.22,2007,Unprovoked,USA,California,"Malibu, Los Angeles County",Surfing,M,,"No injury, surfboard bumped by shark for 20 minutes",N,23:00,"White shark, ",,white shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1356,2007.07.21,2007,Boat,USA,California,"Bean Hollow State Beach, San Mateo County",Kayaking,M,,"No injury, kayak bitten",N,10:15,White shark,,white shark,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1357,2007.07.19,2007,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, O’ahu",Snorkeling,M,36,Left calf severely bitten,N,15:15, ,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1358,2007.07.19,2007,Unprovoked,Australia,Territory of Cocos (Keeling) Islands,Direction Island,Wading,M,15,Calf bitten,N,11:00,"Bronze whaler shark, ",,bronze whaler,Jul,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1359,2007.07.18,2007,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,14,Right calf bitten,N,12:30, shark,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1360,2007.07.18,2007,Provoked,Norway,Oslo Fjord,Sjøstrand,Diving,M,48,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,12:30," small spotted catshark, Scyliorhinus canicula",,,Jul,NO,EU,60.5000209,9.0999715,POINT (9.099971500000001 60.5000209)
1361,2007.07.17,2007,Invalid,USA,California,"Faria Beach, Ventura County",Swimming,F,43,Foot injured. Shark involvment uncomfirmed,Unknown,11:00,Shark involvement not confirmed,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1362,2007.07.17,2007,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",Wading,F,30,Lacerations to right thigh & left foot,N,13:00, shark,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1363,2007.07.10,2007,Unprovoked,Bahamas,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",N,11:00,"Bull shark,  ",,bull shark,Jul,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1364,2007.07.05,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Right foot bitten,N,16:00,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1365,2007.07.04,2007,Unprovoked,Reunion,Unknown,Boucan Canot,Surfing,M,17,Minor injuries to thigh & knee ,N,14:30,shark,,,Jul,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
1366,2007.07.00,2007,Invalid,Senegal,Unknown,,Murder,Unknown,,Unknown,Unknown,14:30,Questionable Incident,,,Jul,SN,AF,14.4750607,-14.4529612,POINT (-14.4529612 14.4750607)
1367,2007.06.30,2007,Provoked,USA,Florida,Marques Island,Removing,M,,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,14:30,"Lemon shark,  female ",,lemon shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1368,2007.06.30,2007,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,,Hand bitten,N,10:00,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1369,2007.06.25,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,6 to 8 puncture wounds to right hand,N,17:30, shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1370,2007.06.24,2007,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,M,,"No injury, board damaged",N,07:05,Tiger shark,,tiger shark,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1371,2007.06.17,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,F,9,Superficial injuries to upper leg may have been caused by surfboard fin,Unknown,16:30,Shark involvement not confirmed,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1372,2007.06.12,2007,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,,Right foot bitten,N,11:00, shark,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1373,2007.06.05,2007,Unprovoked,Australia,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,,Lacerations to leg & ankle,N,Sunset,Unknown,,,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1374,2007.05.26,2007,Unprovoked,USA,South Carolina,Garden City,Wading,F,,Lacerations to lower leg,N,17:00,Unknown,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1375,2007.05.24,2007,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Reviving,F,40,Left shin bitten by captive shark PROVOKED INCIDENT,N,08:30,-year-old -pound pregnant blacktip reef shark,,blacktip reef shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1376,2007.05.17,2007,Provoked,United Kingdom,Kent,Folkestone,Fishing,M,38,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,18:30,"Lesser spotted dogfish, Scyliorhinus canicula, less than  cin length",,,May,GB,EU,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
1377,2007.05.16,2007,Unprovoked,Australia,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,Left heel & calf bitten,N,14:30,shark,,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1378,2007.05.12,2007,Unprovoked,Australia,Victoria,Warrnambool,Surfing,M,19,"No injury, shark's fin caught his leg",N,17:45,shark,,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1379,2007.05.10,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Knee bitten,N,16:00, shark,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1380,2007.05.09,2007,Unprovoked,Seychelles,Bird Island,,Snorkeling,M,,No injury,N,16:00,"White shark,  ",,white shark,May,SC,AF,-4.6574977,55.4540146,POINT (55.4540146 -4.6574977)
1381,2007.05.08,2007,Invalid,Australia,New South Wales,Kingscliff Beach,Swimming,M,45,Shark involvement prior to death unconfirmed,Unknown,12:15,Shark involvement prior death was not confirmed,,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1382,2007.05.07,2007,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,Right foot bitten,N,08:30,"Tiger shark, ",,tiger shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1383,2007.05.07,2007,Unprovoked,USA,Florida,Naples,Swimming,M,68,Circular bite on left thigh,N,08:30, shark,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1384,2007.05.04,2007,Sea Disaster,Turks and Caicos,Providenciales,,Sea,Unknown,,Some of the bodies recovered had been bitten by sharks,Y,  ,Unknown,,,May,TC,,21.7214683,-71.6201783,POINT (-71.62017830000001 21.7214683)
1385,2007.05.00,2007,Provoked,Bahamas,Bimini Islands,,Shark,F,20,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,  ,"Lemon shark,  ",,lemon shark,May,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
1386,2007.04.26,2007,Unprovoked,Australia,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming/,F,13,Lower leg & foot injured,N,18:00,small shark,,,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1387,2007.04.22,2007,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Surfing,M,12,Left foot bitten,N,12:30,blacktip or spinner shark,,spinner shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1388,2007.04.20,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to left index finger & thumb ,N,17:00, shark,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1389,2007.04.13,2007,Boat,USA,Florida,"Florida Keys, Monroe County",Fishing,Unknown,,"No injury to occupants, shark holed the transom-mounted livewell ",N,17:00,"Bull shark, ",,bull shark,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1390,2007.04.09,2007,Unprovoked,New Caledonia,South Province,Dumbéa,Surfing,M,26,Left foot bitten,N,16:00,Tiger shark,,tiger shark,Apr,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
1391,2007.04.01,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing,M,7,Lacerations & puncture wounds to right calf,N,13:05,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1392,2007.03.31,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,N,14:20, shark,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1393,2007.03.31,2007,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",Unknown,M,9,Minor cuts to right buttock & thigh,N,13:20,Unknown,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1394,2007.03.22,2007,Unprovoked,Yemen,Muhafazat Hadramawt,Ras-Alkalb,Murder,Unknown,,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,08:30,Unknown,FATAL,,Mar,YE,AS,16.3471243,47.8915271,POINT (47.8915271 16.3471243)
1395,2007.03.21,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,20:00, shark,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1396,2007.03.20,2007,Unprovoked,Australia,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,10:00,shark,,,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1397,2007.03.14,2007,Provoked,USA,Florida,Delray Beach,Shark,M,,Right hand bitten by hooked shark PROVOKED INCIDENT,N,10:00, shark,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1398,2007.03.12,2007,Unprovoked,Australia,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15:30,shark,,,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1399,2007.03.11,2007,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,N,13:00,Unknown,,,Mar,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1400,2007.03.05,2007,Provoked,New Zealand,Cook islans,Penhryn Island,Spearfishing,M,16,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,13:00,Tiger shark,,tiger shark,Mar,NZ,OC,-41.5000831,172.8344077,POINT (172.8344077 -41.5000831)
1401,2007.02.04,2007,Invalid,Costa Rica,Unknown,,Swimming,M,36,Death due to drowning. Shark bite may have been postmortem,Unknown,13:00,Shark involvement prior death was not confirmed,,,Feb,CR,,10.2735633,-84.0739102,POINT (-84.0739102 10.2735633)
1402,2007.02.03,2007,Unprovoked,Australia,New South Wales,Shelly Beach,Boogie,M,26,Lacerations to  lower left leg & ankle ,N,08:00,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1403,2007.02.00,2007,Unprovoked,New Caledonia,Loyalty Islands,Ouvéa,Spearfishing,M,,Survived,N,08:00,Unknown,,,Feb,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
1404,2007.01.25,2007,Unprovoked,New Caledonia,North Province,Kaala-Gomen ,Spearfishing(free),M,30,Leg bitten,N,14:00,Tiger shark,,tiger shark,Jan,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
1405,2007.01.25,2007,Boat,USA,Florida,100 miles off Ft. Myers Beach,Shrimping,Unknown,,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,03:30,shark,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1406,2007.01.23,2007,Unprovoked,Australia,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,N,10:30,"White shark, ",,white shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1407,2007.01.19,2007,Invalid,Australia,New South Wales,Brunswick Heads,Swimming,M,20,Shark involvement prior to death unconfirmed,Unknown,10:30,Shark involvement prior death was not confirmed,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1408,2007.01.14,2007,Unprovoked,South Africa,Eastern Cape Province,"Second Beach, Port St. John's",Swimming/,M,24,"Presumed FATAL, body not recovered",Y,18:30,Tiger shark,FATAL,tiger shark,Jan,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1409,2007.01.09,2007,Unprovoked,Australia,New South Wales,Sandbar Beach,Surfing,M,,"No injury, shark damaged surfboard",N,06:30,shark,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1410,2007.01.07,2007,Invalid,USA,New York,"Smith Point, Long Island",Surfing,M,54,No injury,Unknown,14:00,  shark,,,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1411,2007.01.05,2007,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",N,10:15," shark, possibly tiger shark",,tiger shark,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1412,2006.12.18,2006,Unprovoked,Australia,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,N,20:00,shark,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1413,2006.12.11,2006,Unprovoked,New Zealand,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,N,11:00,shark,,,Dec,NZ,OC,-41.5000831,172.8344077,POINT (172.8344077 -41.5000831)
1414,2006.12.10,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",N,11:50,"White shark, ",,white shark,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1415,2006.12.06,2006,Provoked,South Africa,KwaZulu-Natal,Cape Vidal,Fishing,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"""20:00""","Raggedoth shark, kg",,raggedoth shark,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1416,2006.12.02,2006,Unprovoked,Australia,Western Australia,Wharton Beach,Surfing,M,15,"Right leg severed, left leg lacerated",N,07:30,"White shark,  ",,white shark,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
1417,2006.11.25,2006,Sea Disaster,Philippines,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea,Unknown,,15 perished but shark involvement prior to death was not confirmed,Y,14:20,Unknown,,,Nov,PH,AS,12.7503486,122.7312101,POINT (122.7312101 12.7503486)
1418,2006.11.11,2006,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,N,12:30,shark,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1419,2006.11.09,2006,Provoked,South Africa,Eastern Cape Province,"Nahoon, East London",Canoeing,M,,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,18:30,"Bull shark,  ",,bull shark,Nov,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
1420,2006.10.31,2006,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",N,Just before sundown,"White shark, ",,white shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1421,2006.10.16,2006,Unprovoked,USA,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,N,Just before sundown,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1422,2006.10.10,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,N,11:30,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
1423,2006.10.07,2006,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,,Lacerations to lower left leg,N,11:30, shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
